138565,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund - Monthly Dividend
138576,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund - Quarterly Bonus
138571,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund - Quarterly Dividend
138579,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt Fund - Regular Dividend
138570,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund - Weekly Dividend
138566,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,PGIM India Banking and PSU Debt fund -Growth
138575,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan-  Quarterly Bonus
138574,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan-  Regular Bonus
138568,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend
138563,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend
138567,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend
138569,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund- Direct Plan- Weekly Dividend
138564,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,PGIM India Banking and PSU Debt fund- Direct Plan-Growth
125502,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
125503,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,true,SBI BANKING & PSU FUND - Direct Plan - Growth
125505,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
125504,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
125498,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,true,SBI BANKING & PSU FUND - Regular Paln - Growth
125499,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)
125501,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
125500,SBI Mutual Fund,Debt Scheme,Banking and PSU Fund,false,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)
134363,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Sundaram Banking & PSU Debt Fund - Direct Growth
134370,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend
134369,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend
134355,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Regular Annual Bonus
134356,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Sundaram Banking & PSU Debt Fund - Regular Growth
134359,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend
134361,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus
134360,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend
134362,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend
119629,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking and PSU Debt Fund Direct Plan - Bonus
119627,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
119625,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Sundaram Banking and PSU Debt Fund Direct Plan - Growth
119626,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
118326,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking and PSU Debt Fund Regular Plan - Bonus
100782,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
100784,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Sundaram Banking and PSU Debt Fund Regular Plan - Growth
